node,template_id,bucket5,anchor_ts,stage,pool_size,n_negatives_selected
dn217,8,3810196,1143058950,1,93,4
dn217,8,3810197,1143059250,1,93,4
dn217,8,3824055,1147216650,1,12,4
dn218,8,3810196,1143058950,1,95,4
dn218,8,3810197,1143059250,1,95,4
dn218,8,3824055,1147216650,1,13,4
dn219,8,3810196,1143058950,1,95,4
dn219,8,3810197,1143059250,1,93,4
dn219,8,3824055,1147216650,1,13,4
dn22,8,3810196,1143058950,1,93,4
dn22,8,3810197,1143059250,1,93,4
dn22,8,3824055,1147216650,1,12,4
dn22,8,3825723,1147717050,1,16,4
dn220,8,3810196,1143058950,1,93,4
dn220,8,3810197,1143059250,1,93,4
dn220,8,3824055,1147216650,1,13,4
dn221,8,3810196,1143058950,1,93,4
dn221,8,3810197,1143059250,1,93,4
dn221,8,3824055,1147216650,1,15,4
dn222,8,3810196,1143058950,1,94,4
dn222,8,3810197,1143059250,1,94,4
dn222,8,3824055,1147216650,1,12,4
dn223,8,3810196,1143058950,1,98,4
dn223,8,3810197,1143059250,1,98,4
dn223,8,3824055,1147216650,1,14,4
dn224,8,3810196,1143058950,1,93,4
dn224,8,3810197,1143059250,1,93,4
dn225,8,3824055,1147216650,1,13,4
dn226,8,3810196,1143058950,1,93,4
dn226,8,3810197,1143059250,1,93,4
dn226,8,3824055,1147216650,1,11,4
dn227,8,3810196,1143058950,1,93,4
dn227,8,3810197,1143059250,1,92,4
dn227,8,3824055,1147216650,1,11,4
dn228,8,3824055,1147216650,1,10,4
dn229,8,3824055,1147216650,1,12,4
dn230,8,3810196,1143058950,1,91,4
dn230,8,3810197,1143059250,1,91,4
dn230,8,3824055,1147216650,1,13,4
dn231,8,3810196,1143058950,1,93,4
dn231,8,3810197,1143059250,1,93,4
dn231,8,3824055,1147216650,1,13,4
dn232,8,3824055,1147216650,1,10,4
dn233,8,3810196,1143058950,1,94,4
dn233,8,3810197,1143059250,1,94,4
dn233,8,3824055,1147216650,1,16,4
dn234,8,3810196,1143058950,1,92,4
dn234,8,3810197,1143059250,1,92,4
dn234,8,3824055,1147216650,1,14,4
dn235,8,3810196,1143058950,1,99,4
dn235,8,3810197,1143059250,1,99,4
dn235,8,3824055,1147216650,1,13,4
dn236,8,3810196,1143058950,1,94,4
dn236,8,3810197,1143059250,1,94,4
dn236,8,3824055,1147216650,1,12,4
dn237,8,3810196,1143058950,1,93,4
dn237,8,3810197,1143059250,1,93,4
dn237,8,3824055,1147216650,1,15,4
dn238,8,3810196,1143058950,1,92,4
dn238,8,3810197,1143059250,1,92,4
dn238,8,3824055,1147216650,1,16,4
dn239,8,3810196,1143058950,1,93,4
dn239,8,3810197,1143059250,1,93,4
dn239,8,3824055,1147216650,1,12,4
dn24,8,3810196,1143058950,1,92,4
dn24,8,3810197,1143059250,1,93,4
dn24,8,3824055,1147216650,1,11,4
dn24,8,3825723,1147717050,1,11,4
dn240,8,3824055,1147216650,1,12,4
dn241,8,3810196,1143058950,1,93,4
dn241,8,3810197,1143059250,1,93,4
dn241,8,3824055,1147216650,1,10,4
dn242,8,3824055,1147216650,1,10,4
dn243,1,3794439,1138331850,1,3,3
dn243,1,3798759,1139627850,1,6,4
dn243,8,3824055,1147216650,1,11,4
dn244,8,3810196,1143058950,1,91,4
dn244,8,3810197,1143059250,1,91,4
dn244,8,3824055,1147216650,1,17,4
dn245,8,3824055,1147216650,1,12,4
dn246,8,3810196,1143058950,1,95,4
dn246,8,3810197,1143059250,1,93,4
dn246,8,3824055,1147216650,1,11,4
dn247,8,3824055,1147216650,1,12,4
dn248,8,3810196,1143058950,1,98,4
dn248,8,3810197,1143059250,1,98,4
dn248,8,3824055,1147216650,1,13,4
dn249,8,3810196,1143058950,1,92,4
dn249,8,3810197,1143059250,1,92,4
dn249,8,3824055,1147216650,1,14,4
dn25,8,3810196,1143058950,1,92,4
dn25,8,3810197,1143059250,1,92,4
dn25,8,3824055,1147216650,1,12,4
dn25,8,3825723,1147717050,1,14,4
dn250,8,3810196,1143058950,1,91,4
dn250,8,3810197,1143059250,1,91,4
dn250,8,3824055,1147216650,1,12,4
dn251,8,3810196,1143058950,1,90,4
dn251,8,3810197,1143059250,1,90,4
dn251,8,3824055,1147216650,1,11,4
dn252,8,3810196,1143058950,1,94,4
dn252,8,3810197,1143059250,1,93,4
dn252,8,3824055,1147216650,1,13,4
dn253,8,3810196,1143058950,1,95,4
dn253,8,3810197,1143059250,1,95,4
dn253,8,3824055,1147216650,1,12,4
dn254,8,3810196,1143058950,1,93,4
dn254,8,3810197,1143059250,1,93,4
dn254,8,3824055,1147216650,1,11,4
dn255,8,3824055,1147216650,1,12,4
dn256,8,3810196,1143058950,1,89,4
dn256,8,3810197,1143059250,1,89,4
dn256,8,3824055,1147216650,1,11,4
dn257,8,3810196,1143058950,1,89,4
dn257,8,3810197,1143059250,1,89,4
dn257,8,3824055,1147216650,1,11,4
dn258,8,3810196,1143058950,1,90,4
dn258,8,3810197,1143059250,1,91,4
dn258,8,3824055,1147216650,1,11,4
dn259,8,3810196,1143058950,1,89,4
dn259,8,3810197,1143059250,1,89,4
dn259,8,3824055,1147216650,1,12,4
dn26,8,3810196,1143058950,1,92,4
dn26,8,3810197,1143059250,1,93,4
dn26,8,3824055,1147216650,1,15,4
dn260,1,3802168,1140650550,1,537,4
dn260,8,3810196,1143058950,1,90,4
dn260,8,3810197,1143059250,1,90,4
dn260,8,3824055,1147216650,1,12,4
dn261,1,3784151,1135245450,1,3,3
dn261,8,3824055,1147216650,1,16,4
dn262,8,3810196,1143058950,1,93,4
dn262,8,3810197,1143059250,1,93,4
dn262,8,3824055,1147216650,1,14,4
dn263,8,3810196,1143058950,1,90,4
dn263,8,3810197,1143059250,1,90,4
dn263,8,3824055,1147216650,1,12,4
dn264,8,3810196,1143058950,1,88,4
dn264,8,3810197,1143059250,1,87,4
dn264,8,3824055,1147216650,1,14,4
dn265,8,3810196,1143058950,1,91,4
dn265,8,3810197,1143059250,1,91,4
dn265,8,3824055,1147216650,1,14,4
dn266,8,3824055,1147216650,1,11,4
dn267,8,3810197,1143059250,1,89,4
dn267,8,3824055,1147216650,1,10,4
dn268,8,3810197,1143059250,1,92,4
dn268,8,3824055,1147216650,1,16,4
dn269,8,3810197,1143059250,1,89,4
dn269,8,3824055,1147216650,1,11,4
dn27,8,3824055,1147216650,1,11,4
dn27,8,3825723,1147717050,1,13,4
dn270,8,3824055,1147216650,1,13,4
dn271,8,3810196,1143058950,1,99,4
dn271,8,3810197,1143059250,1,99,4
dn271,8,3824055,1147216650,1,13,4
dn272,8,3810196,1143058950,1,99,4
dn272,8,3810197,1143059250,1,99,4
dn272,8,3824055,1147216650,1,13,4
dn273,8,3810196,1143058950,1,96,4
dn273,8,3810197,1143059250,1,96,4
dn273,8,3824055,1147216650,1,11,4
dn274,8,3810197,1143059250,1,93,4
dn274,8,3824055,1147216650,1,11,4
dn275,8,3810197,1143059250,1,92,4
dn275,8,3824055,1147216650,1,14,4
dn276,8,3810197,1143059250,1,96,4
dn276,8,3824055,1147216650,1,10,4
dn277,8,3810197,1143059250,1,98,4
dn277,8,3824055,1147216650,1,15,4
dn278,1,3831169,1149350850,1,277,4
dn278,8,3810197,1143059250,1,94,4
dn278,8,3824055,1147216650,1,11,4
dn279,8,3810197,1143059250,1,88,4
dn28,7,3825244,1147573350,1,38,4
dn28,8,3810196,1143058950,1,95,4
dn28,8,3810197,1143059250,1,94,4
dn28,8,3824055,1147216650,1,12,4
dn280,8,3810196,1143058950,1,96,4
dn280,8,3810197,1143059250,1,96,4
dn280,8,3824055,1147216650,1,12,4
dn281,8,3810197,1143059250,1,94,4
dn281,8,3824055,1147216650,1,17,4
dn282,8,3824055,1147216650,1,13,4
dn283,8,3810197,1143059250,1,97,4
dn283,8,3824055,1147216650,1,11,4
dn284,8,3810197,1143059250,1,88,4
dn284,8,3824055,1147216650,1,10,4
dn285,8,3810197,1143059250,1,92,4
dn285,8,3824055,1147216650,1,10,4
dn286,8,3824055,1147216650,1,14,4
dn287,8,3810197,1143059250,1,90,4
dn287,8,3824055,1147216650,1,16,4
dn288,8,3810197,1143059250,1,97,4
dn288,8,3824055,1147216650,1,13,4
dn289,8,3810197,1143059250,1,91,4
dn289,8,3824055,1147216650,1,14,4
dn29,8,3810196,1143058950,1,94,4
dn29,8,3810197,1143059250,1,94,4
dn29,8,3824055,1147216650,1,12,4
dn29,8,3825723,1147717050,1,10,4
dn291,8,3810197,1143059250,1,93,4
dn291,8,3824055,1147216650,1,11,4
dn292,8,3810197,1143059250,1,89,4
dn292,8,3824055,1147216650,1,11,4
dn294,8,3810197,1143059250,1,89,4
dn294,8,3824055,1147216650,1,12,4
dn295,8,3810197,1143059250,1,91,4
dn295,8,3824055,1147216650,1,10,4
dn296,8,3810197,1143059250,1,89,4
dn296,8,3824055,1147216650,1,12,4
dn297,8,3810197,1143059250,1,87,4
dn297,8,3824055,1147216650,1,12,4
dn298,8,3810197,1143059250,1,92,4
dn298,8,3824055,1147216650,1,10,4
dn299,8,3824055,1147216650,1,11,4
dn3,8,3824055,1147216650,1,13,4
dn3,8,3825723,1147717050,1,15,4
dn30,1,3773052,1131915750,1,1591,4
dn30,1,3773545,1132063650,1,1491,4
dn30,1,3788261,1136478450,1,607,4
dn30,1,3795844,1138753350,1,149,4
dn30,8,3824055,1147216650,1,10,4
dn30,8,3825723,1147717050,1,14,4
dn300,8,3824055,1147216650,1,13,4
dn301,8,3824055,1147216650,1,11,4
dn302,8,3824055,1147216650,1,10,4
dn303,8,3824055,1147216650,1,10,4
dn304,8,3824055,1147216650,1,10,4
dn305,8,3810197,1143059250,1,91,4
dn305,8,3824055,1147216650,1,11,4
dn307,8,3824055,1147216650,1,13,4
dn308,8,3824055,1147216650,1,14,4
dn31,8,3810196,1143058950,1,92,4
dn31,8,3810197,1143059250,1,92,4
dn31,8,3824055,1147216650,1,13,4
dn31,8,3825723,1147717050,1,9,4
dn310,8,3824055,1147216650,1,14,4
dn311,8,3824055,1147216650,1,10,4
dn312,2,3775164,1132549350,1,9,4
dn312,8,3824055,1147216650,1,10,4
dn313,8,3824055,1147216650,1,10,4
dn314,8,3824055,1147216650,1,13,4
dn315,8,3824055,1147216650,1,12,4
dn316,8,3824055,1147216650,1,12,4
dn317,8,3824055,1147216650,1,10,4
dn318,8,3824055,1147216650,1,13,4
dn319,8,3824055,1147216650,1,10,4
dn32,8,3810196,1143058950,1,93,4
dn32,8,3810197,1143059250,1,94,4
dn32,8,3824055,1147216650,1,14,4
dn32,8,3825723,1147717050,1,14,4
dn320,8,3824055,1147216650,1,11,4
dn323,8,3824055,1147216650,1,12,4
dn324,8,3824055,1147216650,1,15,4
dn325,8,3824055,1147216650,1,11,4
dn326,8,3824055,1147216650,1,17,4
dn327,8,3824055,1147216650,1,10,4
dn328,8,3824055,1147216650,1,13,4
dn329,8,3824055,1147216650,1,10,4
dn33,8,3810196,1143058950,1,100,4
dn33,8,3810197,1143059250,1,99,4
dn33,8,3824055,1147216650,1,16,4
dn33,8,3825723,1147717050,1,17,4
dn330,8,3824055,1147216650,1,11,4
dn331,8,3824055,1147216650,1,14,4
dn332,8,3824055,1147216650,1,12,4
dn333,8,3824055,1147216650,1,13,4
dn334,8,3824055,1147216650,1,18,4
dn336,8,3824055,1147216650,1,12,4
dn337,8,3824055,1147216650,1,11,4
dn338,8,3824055,1147216650,1,12,4
dn339,8,3824055,1147216650,1,13,4
dn34,8,3810196,1143058950,1,94,4
dn34,8,3810197,1143059250,1,93,4
dn34,8,3824055,1147216650,1,11,4
dn34,8,3825723,1147717050,1,14,4
dn340,8,3824055,1147216650,1,11,4
dn341,8,3824055,1147216650,1,13,4
dn342,8,3824055,1147216650,1,14,4
dn344,8,3824055,1147216650,1,10,4
dn345,8,3824055,1147216650,1,10,4
dn346,1,3800187,1140056250,1,69,4
dn346,2,3800184,1140055350,1,63,4
dn346,2,3800187,1140056250,1,69,4
dn346,2,3800197,1140059250,1,27,4
dn346,2,3800206,1140061950,1,17,4
dn346,2,3800304,1140091350,1,6,4
dn346,2,3800366,1140109950,1,6,4
dn346,2,3800424,1140127350,1,10,4
dn346,2,3800425,1140127650,1,10,4
dn346,2,3800427,1140128250,1,10,4
dn346,2,3801795,1140538650,1,14,4
dn346,2,3802164,1140649350,1,549,4
dn346,2,3802165,1140649650,1,549,4
dn346,7,3800184,1140055350,1,63,4
dn348,8,3824055,1147216650,1,11,4
dn349,8,3824055,1147216650,1,12,4
dn35,8,3810196,1143058950,1,95,4
dn35,8,3810197,1143059250,1,94,4
dn35,8,3824055,1147216650,1,11,4
dn35,8,3825723,1147717050,1,14,4
dn350,8,3824055,1147216650,1,11,4
dn352,8,3824055,1147216650,1,10,4
dn353,8,3824055,1147216650,1,14,4
dn354,8,3824055,1147216650,1,10,4
dn355,8,3824055,1147216650,1,13,4
dn356,8,3824055,1147216650,1,10,4
dn357,8,3824055,1147216650,1,11,4
dn358,8,3824055,1147216650,1,10,4
dn359,8,3824055,1147216650,1,14,4
dn36,8,3810196,1143058950,1,94,4
dn36,8,3810197,1143059250,1,92,4
dn36,8,3824055,1147216650,1,14,4
dn36,8,3825723,1147717050,1,13,4
dn360,8,3824055,1147216650,1,10,4
dn361,8,3824055,1147216650,1,14,4
dn362,8,3824055,1147216650,1,13,4
dn363,8,3824055,1147216650,1,15,4
dn364,8,3824055,1147216650,1,11,4
dn365,8,3824055,1147216650,1,10,4
dn366,8,3824055,1147216650,1,14,4
dn367,8,3824055,1147216650,1,12,4
dn369,8,3824055,1147216650,1,10,4
dn37,8,3810196,1143058950,1,93,4
dn37,8,3810197,1143059250,1,92,4
dn37,8,3824055,1147216650,1,14,4
dn37,8,3825723,1147717050,1,10,4
dn370,8,3824055,1147216650,1,13,4
dn371,8,3824055,1147216650,1,11,4
dn372,8,3824055,1147216650,1,11,4
dn374,8,3824055,1147216650,1,15,4
dn375,8,3824055,1147216650,1,12,4
dn377,8,3824055,1147216650,1,13,4
dn378,8,3824055,1147216650,1,11,4
dn379,8,3824055,1147216650,1,14,4
dn38,8,3810196,1143058950,1,93,4
dn38,8,3810197,1143059250,1,93,4
dn38,8,3824055,1147216650,1,12,4
dn38,8,3825723,1147717050,1,11,4
dn380,8,3824055,1147216650,1,11,4
dn381,8,3824055,1147216650,1,11,4
dn382,8,3824055,1147216650,1,11,4
dn383,8,3824055,1147216650,1,10,4
dn384,8,3824055,1147216650,1,10,4
dn386,8,3824055,1147216650,1,12,4
dn387,8,3824055,1147216650,1,11,4
dn388,8,3824055,1147216650,1,10,4
dn389,8,3824055,1147216650,1,14,4
dn39,8,3810196,1143058950,1,95,4
dn39,8,3810197,1143059250,1,95,4
dn39,8,3824055,1147216650,1,11,4
dn39,8,3825723,1147717050,1,15,4
dn390,8,3824055,1147216650,1,11,4
dn392,8,3824055,1147216650,1,11,4
dn393,1,3840499,1152149850,1,1030,4
dn393,3,3840498,1152149550,1,1030,4
dn393,8,3824055,1147216650,1,12,4
dn394,8,3824055,1147216650,1,11,4
dn396,8,3824055,1147216650,1,19,4
dn397,1,3821713,1146514050,1,831,4
dn398,8,3824055,1147216650,1,15,4
dn399,1,3829788,1148936550,1,3284,4
dn4,8,3810196,1143058950,1,88,4
dn4,8,3810197,1143059250,1,88,4
dn4,8,3824055,1147216650,1,10,4
dn4,8,3825723,1147717050,1,9,4
dn40,8,3810196,1143058950,1,93,4
dn40,8,3810197,1143059250,1,92,4
dn40,8,3824055,1147216650,1,12,4
dn400,8,3824055,1147216650,1,14,4
dn401,8,3824055,1147216650,1,13,4
dn402,1,3805481,1141644450,1,7,4
dn403,8,3824055,1147216650,1,11,4
dn404,8,3824055,1147216650,1,13,4
dn405,8,3824055,1147216650,1,10,4
dn406,8,3824055,1147216650,1,11,4
dn407,8,3824055,1147216650,1,13,4
dn408,8,3824055,1147216650,1,10,4
dn409,8,3824055,1147216650,1,11,4
dn41,2,3774594,1132378350,1,7,4
dn41,8,3824055,1147216650,1,10,4
dn410,8,3824055,1147216650,1,12,4
dn411,8,3824055,1147216650,1,14,4
dn412,8,3824055,1147216650,1,11,4
dn413,8,3824055,1147216650,1,12,4
dn414,8,3824055,1147216650,1,12,4
dn417,8,3824055,1147216650,1,14,4
dn419,8,3824055,1147216650,1,13,4
dn42,8,3810196,1143058950,1,93,4
dn42,8,3810197,1143059250,1,93,4
dn421,8,3824055,1147216650,1,10,4
dn423,8,3824055,1147216650,1,11,4
dn424,8,3824055,1147216650,1,11,4
dn425,8,3824055,1147216650,1,12,4
dn426,8,3824055,1147216650,1,12,4
dn427,1,3787076,1136122950,1,6,4
dn428,8,3824055,1147216650,1,14,4
dn429,8,3824055,1147216650,1,13,4
dn43,1,3841664,1152499350,1,2115,4
dn43,8,3824055,1147216650,1,11,4
dn430,8,3824055,1147216650,1,11,4
dn431,8,3824055,1147216650,1,12,4
dn432,8,3824055,1147216650,1,13,4
dn433,8,3824055,1147216650,1,11,4
dn434,8,3824055,1147216650,1,13,4
dn435,8,3824055,1147216650,1,13,4
dn436,8,3824055,1147216650,1,12,4
dn437,8,3824055,1147216650,1,10,4
dn438,8,3824055,1147216650,1,13,4
dn439,8,3824055,1147216650,1,11,4
dn44,8,3810196,1143058950,1,94,4
dn44,8,3810197,1143059250,1,93,4
dn44,8,3824055,1147216650,1,13,4
dn440,8,3824055,1147216650,1,11,4
dn441,8,3824055,1147216650,1,10,4
dn442,1,3790074,1137022350,1,815,4
dn442,1,3808838,1142651550,1,7,4
dn442,1,3820888,1146266550,1,12,4
dn442,1,3821213,1146364050,1,14,4
dn442,1,3833905,1150171650,1,8,4
dn443,8,3824055,1147216650,1,12,4
dn444,8,3824055,1147216650,1,11,4
dn446,8,3824055,1147216650,1,15,4
dn447,8,3824055,1147216650,1,11,4
dn448,8,3824055,1147216650,1,14,4
dn449,8,3824055,1147216650,1,12,4
dn45,8,3810196,1143058950,1,93,4
dn45,8,3810197,1143059250,1,92,4
dn45,8,3824055,1147216650,1,10,4
dn450,8,3824055,1147216650,1,10,4
dn451,8,3824055,1147216650,1,14,4
dn452,8,3824055,1147216650,1,13,4
dn453,8,3824055,1147216650,1,12,4
dn454,8,3824055,1147216650,1,13,4
dn455,8,3824055,1147216650,1,11,4
dn456,8,3824055,1147216650,1,10,4
dn458,8,3824055,1147216650,1,13,4
dn46,8,3810196,1143058950,1,95,4
dn46,8,3810197,1143059250,1,95,4
dn46,8,3824055,1147216650,1,10,4
dn461,8,3824055,1147216650,1,12,4
dn462,8,3824055,1147216650,1,13,4
dn464,8,3824055,1147216650,1,11,4
dn465,8,3824055,1147216650,1,14,4
dn466,8,3824055,1147216650,1,11,4
dn467,1,3797893,1139368050,1,792,4
dn467,8,3824055,1147216650,1,14,4
dn469,8,3824055,1147216650,1,12,4
dn47,8,3810196,1143058950,1,96,4
dn47,8,3810197,1143059250,1,96,4
dn47,8,3824055,1147216650,1,12,4
dn470,8,3824055,1147216650,1,13,4
dn471,8,3824055,1147216650,1,11,4
dn472,8,3824055,1147216650,1,15,4
dn473,8,3824055,1147216650,1,15,4
dn474,8,3824055,1147216650,1,10,4
dn475,8,3824055,1147216650,1,12,4
dn476,8,3824055,1147216650,1,14,4
dn477,8,3824055,1147216650,1,11,4
dn478,8,3824055,1147216650,1,14,4
dn479,8,3824055,1147216650,1,10,4
dn48,8,3810196,1143058950,1,98,4
dn48,8,3810197,1143059250,1,98,4
dn48,8,3824055,1147216650,1,10,4
dn480,8,3824055,1147216650,1,15,4
dn481,8,3824055,1147216650,1,14,4
dn482,8,3824055,1147216650,1,11,4
dn483,1,3779135,1133740650,1,1671,4
dn483,8,3824055,1147216650,1,11,4
dn484,8,3824055,1147216650,1,10,4
dn485,8,3824055,1147216650,1,11,4
dn486,8,3824055,1147216650,1,13,4
dn487,8,3824055,1147216650,1,10,4
dn488,8,3824055,1147216650,1,14,4
dn489,8,3824055,1147216650,1,12,4
dn49,8,3824055,1147216650,1,11,4
dn490,8,3824055,1147216650,1,10,4
dn491,8,3824055,1147216650,1,10,4
dn493,8,3824055,1147216650,1,12,4
dn494,8,3824055,1147216650,1,17,4
dn495,8,3824055,1147216650,1,12,4
dn497,8,3824055,1147216650,1,13,4
dn499,8,3824055,1147216650,1,13,4
dn5,8,3810196,1143058950,1,87,4
dn5,8,3810197,1143059250,1,86,4
dn5,8,3824055,1147216650,1,12,4
dn5,8,3825723,1147717050,1,10,4
dn50,8,3810196,1143058950,1,96,4
dn50,8,3810197,1143059250,1,96,4
dn50,8,3824055,1147216650,1,11,4
dn500,8,3824055,1147216650,1,12,4
dn501,8,3824055,1147216650,1,11,4
dn502,8,3824055,1147216650,1,12,4
dn503,8,3824055,1147216650,1,14,4
dn504,8,3824055,1147216650,1,10,4
dn505,8,3824055,1147216650,1,12,4
dn506,8,3824055,1147216650,1,12,4
dn507,8,3824055,1147216650,1,15,4
dn508,8,3824055,1147216650,1,14,4
dn509,8,3824055,1147216650,1,12,4
dn51,8,3824055,1147216650,1,11,4
dn510,8,3824055,1147216650,1,15,4
dn511,8,3824055,1147216650,1,11,4
dn512,8,3824055,1147216650,1,14,4
dn513,8,3824055,1147216650,1,15,4
dn514,8,3824055,1147216650,1,10,4
dn515,8,3824055,1147216650,1,11,4
dn516,8,3824055,1147216650,1,12,4
dn518,8,3824055,1147216650,1,12,4
dn519,8,3824055,1147216650,1,13,4
dn52,8,3810196,1143058950,1,91,4
dn52,8,3810197,1143059250,1,91,4
dn52,8,3824055,1147216650,1,12,4
dn520,8,3824055,1147216650,1,12,4
dn521,8,3824055,1147216650,1,15,4
dn522,8,3824055,1147216650,1,10,4
dn523,8,3824055,1147216650,1,12,4
dn524,8,3824055,1147216650,1,15,4
dn525,8,3824055,1147216650,1,11,4
dn526,1,3785435,1135630650,1,6,4
dn526,1,3800343,1140103050,1,8,4
dn526,8,3824055,1147216650,1,14,4
dn527,8,3824055,1147216650,1,16,4
dn528,8,3824055,1147216650,1,12,4
dn529,8,3824055,1147216650,1,15,4
dn53,8,3824055,1147216650,1,10,4
dn530,8,3824055,1147216650,1,13,4
dn531,8,3824055,1147216650,1,10,4
dn532,8,3824055,1147216650,1,11,4
dn533,8,3824055,1147216650,1,11,4
dn534,1,3838252,1151475750,1,2,2
dn535,8,3824055,1147216650,1,14,4
dn536,8,3824055,1147216650,1,14,4
dn537,8,3824055,1147216650,1,12,4
dn538,8,3824055,1147216650,1,10,4
dn539,8,3824055,1147216650,1,13,4
dn54,8,3810196,1143058950,1,92,4
dn54,8,3810197,1143059250,1,92,4
dn54,8,3824055,1147216650,1,10,4
dn540,8,3824055,1147216650,1,10,4
dn541,8,3824055,1147216650,1,15,4
dn542,8,3824055,1147216650,1,13,4
dn543,8,3824055,1147216650,1,10,4
dn544,8,3824055,1147216650,1,12,4
dn545,8,3824055,1147216650,1,14,4
dn546,8,3824055,1147216650,1,13,4
dn547,8,3824055,1147216650,1,16,4
dn548,8,3824055,1147216650,1,12,4
dn549,8,3824055,1147216650,1,13,4
dn55,8,3810196,1143058950,1,94,4
dn55,8,3810197,1143059250,1,95,4
dn55,8,3824055,1147216650,1,12,4
dn550,8,3824055,1147216650,1,15,4
dn551,8,3824055,1147216650,1,12,4
dn552,8,3824055,1147216650,1,11,4
dn553,8,3824055,1147216650,1,15,4
dn554,8,3824055,1147216650,1,13,4
dn555,8,3824055,1147216650,1,11,4
dn556,8,3824055,1147216650,1,14,4
dn557,8,3824055,1147216650,1,13,4
dn558,8,3824055,1147216650,1,13,4
dn559,8,3824055,1147216650,1,11,4
dn56,8,3810196,1143058950,1,91,4
dn56,8,3810197,1143059250,1,90,4
dn56,8,3824055,1147216650,1,13,4
dn560,8,3824055,1147216650,1,12,4
dn561,8,3824055,1147216650,1,16,4
dn562,8,3824055,1147216650,1,12,4
dn563,8,3824055,1147216650,1,14,4
dn564,8,3824055,1147216650,1,13,4
dn565,8,3824055,1147216650,1,10,4
dn566,1,3791330,1137399150,1,1118,4
dn566,3,3791729,1137518850,1,3282,4
dn57,8,3810196,1143058950,1,98,4
dn57,8,3810197,1143059250,1,97,4
dn57,8,3824055,1147216650,1,11,4
dn573,8,3824055,1147216650,1,15,4
dn574,8,3824055,1147216650,1,11,4
dn575,8,3824055,1147216650,1,11,4
dn576,8,3824055,1147216650,1,11,4
dn577,8,3824055,1147216650,1,10,4
dn578,8,3824055,1147216650,1,13,4
dn579,8,3824055,1147216650,1,11,4
dn58,8,3810196,1143058950,1,93,4
dn58,8,3810197,1143059250,1,94,4
dn58,8,3824055,1147216650,1,10,4
dn580,8,3824055,1147216650,1,13,4
dn581,8,3824055,1147216650,1,12,4
dn582,8,3824055,1147216650,1,12,4
dn583,8,3824055,1147216650,1,10,4
dn584,8,3824055,1147216650,1,11,4
dn585,8,3824055,1147216650,1,12,4
dn586,8,3824055,1147216650,1,11,4
dn587,8,3824055,1147216650,1,12,4
dn588,8,3824055,1147216650,1,13,4
dn589,8,3824055,1147216650,1,11,4
dn59,8,3810196,1143058950,1,91,4
dn59,8,3810197,1143059250,1,91,4
dn59,8,3824055,1147216650,1,10,4
dn590,8,3824055,1147216650,1,16,4
dn591,7,3838082,1151424750,1,569,4
dn591,8,3824055,1147216650,1,13,4
dn592,8,3824055,1147216650,1,12,4
dn594,8,3824055,1147216650,1,11,4
dn595,8,3824055,1147216650,1,13,4
dn596,8,3824055,1147216650,1,11,4
dn597,8,3824055,1147216650,1,13,4
dn598,1,3803655,1141096650,1,1558,4
dn598,8,3824055,1147216650,1,10,4
dn599,8,3824055,1147216650,1,13,4
dn6,2,3788476,1136542950,1,59,4
dn6,2,3788487,1136546250,1,59,4
dn6,2,3789072,1136721750,1,4,4
dn6,2,3789482,1136844750,1,6,4
dn6,3,3788487,1136546250,1,59,4
dn6,8,3810196,1143058950,1,82,4
dn6,8,3810197,1143059250,1,81,4
dn6,8,3824055,1147216650,1,10,4
dn6,8,3825723,1147717050,1,11,4
dn60,8,3810196,1143058950,1,97,4
dn60,8,3810197,1143059250,1,96,4
dn60,8,3824055,1147216650,1,10,4
dn600,8,3824055,1147216650,1,14,4
dn601,8,3824055,1147216650,1,13,4
dn602,8,3824055,1147216650,1,12,4
dn605,8,3824055,1147216650,1,11,4
dn607,8,3824055,1147216650,1,13,4
dn608,8,3824055,1147216650,1,11,4
dn609,1,3783472,1135041750,1,1539,4
dn609,8,3824055,1147216650,1,10,4
dn61,8,3810196,1143058950,1,96,4
dn61,8,3810197,1143059250,1,97,4
dn61,8,3824055,1147216650,1,11,4
dn610,8,3824055,1147216650,1,16,4
dn612,8,3824055,1147216650,1,11,4
dn613,8,3824055,1147216650,1,14,4
dn614,8,3824055,1147216650,1,13,4
dn615,8,3824055,1147216650,1,11,4
dn616,8,3824055,1147216650,1,12,4
dn617,8,3824055,1147216650,1,13,4
dn618,1,3803780,1141134150,1,2,2
dn618,1,3808128,1142438550,1,16,4
dn618,8,3824055,1147216650,1,11,4
dn619,8,3824055,1147216650,1,12,4
dn62,8,3810196,1143058950,1,91,4
dn62,8,3810197,1143059250,1,92,4
dn62,8,3824055,1147216650,1,12,4
dn620,8,3824055,1147216650,1,14,4
dn621,8,3824055,1147216650,1,12,4
dn622,8,3824055,1147216650,1,13,4
dn623,8,3824055,1147216650,1,14,4
dn624,8,3824055,1147216650,1,14,4
dn626,8,3824055,1147216650,1,12,4
dn627,8,3824055,1147216650,1,14,4
dn628,1,3795855,1138756650,1,1159,4
dn628,8,3824055,1147216650,1,10,4
dn629,8,3824055,1147216650,1,12,4
dn63,8,3810196,1143058950,1,94,4
dn63,8,3810197,1143059250,1,94,4
dn63,8,3824055,1147216650,1,11,4
dn630,8,3824055,1147216650,1,11,4
dn631,8,3824055,1147216650,1,14,4
dn632,1,3821196,1146358950,1,644,4
